company_name,RAM,ROM,height_in,battery_power,front_camera,back_camera,price_eur
OPPO,8,128,6.56,5000,50,50,207
OnePlus,6,128,6.59,5000,64,64,207
SAMSUNG,8,128,6.6,5000,50,50,206
OnePlus,6,128,6.59,5000,64,64,205
SAMSUNG,8,128,6.6,6000,50,50,203
REDMI,8,128,6.43,5000,13,74,203
vivo,8,128,6.58,5000,16,54,203
REDMI,8,128,6.43,5000,13,76,203
REDMI,8,128,6.43,5000,13,76,203
REDMI,8,128,6.6,5000,50,50,203
POCO,8,256,7.07,4500,22,76,202
SAMSUNG,6,128,6.5,5000,13,63,202
OPPO,8,128,6.56,5000,13,13,201
SAMSUNG,8,128,6.6,6000,50,50,201
SAMSUNG,8,128,6.6,6000,50,50,199
SAMSUNG,8,128,6.6,6000,50,50,199
OPPO,8,128,6.56,5000,13,13,199
realme,6,64,6.5,4300,16,76,197
REDMI,8,128,6.43,5000,108,108,197
realme,8,128,6.4,5000,16,118,197
realme,8,128,6.4,5000,16,118,197
Redmi,6,64,6.26,4000,22,17,197
POCO,8,256,7.07,5000,13,58,197
POCO,8,256,7.07,5000,13,58,197
realme,6,64,6.5,4300,16,76,197
realme,4,64,6.6,5000,48,48,197
realme,6,128,6.6,5000,48,48,197
Infinix,8,256,7.18,5000,16,54,197
Infinix,8,256,7.18,5000,16,54,197
POCO,6,64,7.07,5000,16,63,197
POCO,8,256,7.07,5000,13,58,197
HTC,8,256,7.22,5000,48,48,197
Infinix,8,256,7.18,5000,16,54,197
LeEco,4,32,5.7,3100,22,21,197
ASUS,6,64,6.39,5000,16,21,197
realme,6,64,6.6,4300,32,86,197
POCO,6,64,7.07,5000,16,63,197
POCO,6,64,7.07,5000,16,63,197
realme,6,64,6.5,4300,16,76,197
realme,8,128,6.4,5000,16,118,197
Redmi,6,64,6.26,4000,22,17,197
realme,8,128,6.4,5000,16,118,197
POCO,8,256,7.07,5000,13,58,197
POCO,8,256,7.07,5000,13,58,197
realme,6,64,6.5,4300,16,76,197
REDMI,8,128,6.43,5000,108,108,197
vivo,6,128,6.51,5000,13,13,197
Infinix,8,256,7.18,5000,16,54,197
POCO,8,256,7.07,5000,13,58,197
realme,6,128,6.6,5000,48,48,197
HTC,8,256,7.22,5000,48,48,197
realme,4,64,6.6,5000,48,48,197
POCO,6,64,7.07,5000,16,63,197
Infinix,8,256,7.18,5000,16,54,197
Infinix,8,256,7.18,5000,16,54,197
LeEco,4,32,5.7,3100,21,21,197
ASUS,6,64,6.39,5000,16,21,197
REDMI,6,128,6.6,5000,50,50,197
realme,8,128,6.3,3500,16,18,197
REDMI,6,128,6.43,5000,13,60,197
OPPO,4,128,6.5,5000,16,24,197
SAMSUNG,6,128,6.4,6000,64,64,197
REDMI,6,128,6.6,5000,50,50,197
realme,8,128,6.3,3500,16,18,197
OPPO,6,128,6.5,5000,16,17,197
vivo,6,64,6.53,5000,32,26,197
REDMI,6,64,7.07,5020,32,81,197
Nokia,3,32,5.5,3000,16,16,197
SAMSUNG,3,64,5.5,3300,13,13,196
SAMSUNG,3,64,5.5,3300,13,13,196
Google,4,64,5.6,3000,12,12,196
Google,4,64,5.6,3000,12,12,196
SAMSUNG,6,128,6.5,5000,13,63,194
SAMSUNG,4,64,5.6,3000,13,13,193
Nokia,4,64,5.8,3060,16,21,193
IQOO,6,128,6.58,5000,50,50,193
vivo,8,128,6.58,5000,16,54,192
vivo,8,128,6.58,5000,16,54,192
Mi,6,128,6.08,4030,32,58,192
Mi,4,64,6.39,3010,20,32,192
SAMSUNG,6,128,6.6,5000,50,50,192
SAMSUNG,6,128,6.6,5000,50,50,192
OPPO,8,128,6.56,5000,8,50,192
POCO,6,128,7.07,5000,16,74,192
POCO,6,128,7.07,5000,16,74,192
Mi,4,64,6.39,3010,20,32,192
SAMSUNG,6,128,6.59,6000,50,50,188
REDMI,6,128,6.43,5000,13,76,188
SAMSUNG,6,128,6.6,6000,50,50,187
REDMI,4,128,7.07,5000,13,58,186
REDMI,4,128,7.07,5000,13,58,186
Moto,6,128,6.4,5000,16,60,186
POCO,4,64,7.07,5000,16,59,186
REDMI,6,64,6.53,4500,20,76,186
REDMI,6,64,6.53,4500,20,76,186
Redmi,6,64,6.39,4000,20,17,186
Alcatel,3,16,5.2,2610,13,13,186
POCO,6,128,6.6,5000,16,58,186
REDMI,6,64,6.43,5000,13,76,186
Redmi,6,64,6.3,4000,13,53,186
REDMI,6,128,7.07,5000,13,60,186
realme,6,128,6.4,5000,16,118,186
Lenovo,4,64,6.3,4050,16,29,186
Motorola,4,128,6.3,3500,12,21,186
MOTOROLA,8,128,6.5,5000,16,58,186
realme,8,128,6.5,4300,16,76,186
realme,6,128,6.4,5000,16,118,186
Infinix,8,256,6.7,5000,16,110,186
Infinix,8,256,6.7,5000,16,110,186
MOTOROLA,8,128,6.5,5000,16,58,186
realme,6,128,6.6,5000,8,52,186
realme,6,128,6.6,5000,8,54,186
vivo,4,128,6.58,5000,8,52,186
MOTOROLA,6,128,6.55,5000,16,118,186
Redmi,6,128,6.3,4000,13,53,186
Honor,4,64,6.05,3000,15,15,186
REDMI,6,64,6.43,5000,13,76,186
REDMI,6,64,6.53,4500,20,76,186
Redmi,6,64,6.3,4000,13,53,186
Redmi,6,64,6.3,4000,13,53,186
REDMI,6,128,7.07,5000,13,60,186
REDMI,6,128,7.07,5000,13,60,186
SAMSUNG,6,128,6.5,6000,48,48,186
Redmi,6,64,6.39,4000,20,17,186
Redmi,6,64,6.39,4000,20,17,186
realme,6,64,6.5,5000,16,58,186
realme,6,128,6.6,5000,8,54,186
MOTOROLA,6,128,6.55,5000,16,118,186
Moto,6,128,6.4,5000,16,60,186
POCO,4,64,7.07,5000,16,63,186
REDMI,4,128,7.07,5000,13,58,186
REDMI,6,128,6.56,5000,48,48,186
realme,6,128,6.6,5000,8,54,186
Redmi,6,128,6.3,4000,13,53,186
MOTOROLA,6,128,6.55,5000,16,118,186
Honor,4,64,6.05,3000,15,15,186
MOTOROLA,6,128,6.55,5000,16,118,186
REDMI,6,64,6.53,4500,20,76,186
Redmi,6,64,6.3,4000,13,66,186
Redmi,6,64,6.3,4000,13,53,186
Redmi,6,64,6.39,4000,20,17,186
realme,6,64,6.5,5000,16,58,186
Redmi,6,64,6.39,4000,20,17,186
MOTOROLA,8,128,6.5,5000,16,58,186
REDMI,6,128,6.43,5000,13,76,186
OPPO,4,64,6.52,5000,13,13,186
SAMSUNG,6,128,6.4,6000,64,64,186
vivo,4,64,6.51,5000,16,15,186
vivo,4,64,6.58,5000,8,52,186
vivo,4,64,6.58,5000,8,52,186
realme,6,64,6.5,5000,16,76,186
SAMSUNG,6,128,6.6,6000,50,50,186
SAMSUNG,4,128,6.6,5000,8,59,185
IQOO,6,128,7.08,5000,50,50,184
Mi,6,128,6.08,4030,32,58,182
SAMSUNG,4,64,6.6,5000,13,52,181
SAMSUNG,4,64,6.6,5000,13,52,181
SAMSUNG,4,64,6.6,5000,13,52,181
POCO,6,64,7.07,5000,16,74,181
SAMSUNG,4,64,6.6,5000,13,52,181
POCO,6,64,7.07,5000,16,74,181
realme,4,128,6.5,5000,16,52,181
SAMSUNG,6,128,6.6,5000,8,59,181
MOTOROLA,8,128,6.55,5000,16,60,181
SAMSUNG,6,128,6.6,5000,8,59,181
IQOO,6,128,7.08,5000,50,50,181
MOTOROLA,8,128,6.55,5000,16,60,181
POCO,6,128,6.43,5000,16,74,181
OPPO,6,128,6.56,5000,8,15,181
OPPO,6,128,6.56,5000,8,15,181
REDMI,6,128,6.43,5000,108,108,180
vivo,8,128,6.58,5000,16,54,179
SAMSUNG,6,128,6.6,5000,8,59,179
Nokia,3,16,5.2,3000,13,13,178
Redmi,4,64,6.3,4000,13,53,175
Redmi,4,64,6.3,4000,13,53,175
Redmi,4,64,6.3,4000,13,53,175
Infinix,8,128,6.7,5000,16,112,175
REDMI,4,64,6.58,5000,50,50,175
